r, lambda, epoch, N, ncs_res 
0.950548017,1.020795808,9,2,-406.116498
0.932742431,1.005793467,9,2,-406.0264478
0.994509012,1.012184311,9,2,-405.9693239
0.958912618,1.004757899,9,2,-405.8922113
0.888974817,1.013400091,9,2,-405.2854307
0.873016398,1.00750686,9,2,-404.0976467
0.928081501,1.011062262,9,2,-403.7636135
0.922173126,1.022613097,9,2,-403.6276091
0.938199035,1.001428419,9,2,-403.6159752
0.869527886,1.033572235,9,2,-403.4156352
0.858165846,1.004609042,9,2,-403.0324351
0.905622746,1.031687223,9,2,-402.3741692
0.979508788,1.030497612,9,2,-402.3127646
0.91415578,1.023666432,9,2,-401.627997
0.989540469,1.029132518,9,2,-401.3146621
0.877084859,1.021793985,9,2,-400.8462118
0.959495126,1.013843723,9,2,-400.5732956
0.875632875,1.025357074,9,2,-400.2812517
0.88301104,1.025388024,9,2,-400.2652036
0.967356298,1.008958474,9,2,-400.1835524
0.93836341,1.008424159,9,2,-400.0177349
0.920023309,1.002319089,9,2,-398.8307419
0.855539483,1.005616716,9,2,-396.8728841
0.861217014,1.027838955,9,2,-396.3098651
0.907437065,1.008186797,9,2,-396.2888967
0.877807535,1.001473,9,2,-396.0573954
0.927734673,1.003306724,9,2,-395.9916746
0.865585055,1.010454013,9,2,-395.4061995
0.888759199,1.015418207,9,2,-395.3660929
0.9085277,1.009874629,9,2,-394.7649446
0.950830468,1.030431416,9,2,-394.7644247
0.932944367,1.019334747,9,2,-394.7398072
0.932830778,1.019770357,9,2,-394.7356139
0.933151536,1.029047396,9,2,-394.735524
0.933160156,1.018637699,9,2,-394.73473
0.933022899,1.021750345,9,2,-394.6987789
0.901857049,1.015370163,9,2,-394.3495404
0.860519271,1.008339703,9,2,-393.8732437
0.900897259,1.008389242,9,2,-393.4861722
0.875775366,1.01942171,9,2,-393.414524
0.985706231,1.029679346,9,2,-393.0682529
0.977014024,1.024431435,9,2,-392.202027
0.997185006,1.027408879,9,2,-391.5795139
0.948508218,1.022325242,9,2,-391.1741896
0.978056837,1.008510453,9,2,-390.8310527
0.902014396,1.010088976,9,2,-390.7226355
0.979586334,1.020677091,9,2,-390.5024479
0.978918823,1.024016551,9,2,-390.2655186
0.922074146,1.030522878,9,2,-390.2083113
0.984160091,1.008351052,9,2,-389.9250494
0.883965633,1.023991946,9,2,-389.9044194
0.883283723,1.011638937,9,2,-389.0340788
0.904182407,1.029031438,9,2,-388.46075
0.964081348,1.01146819,9,2,-388.1613868
0.89037619,1.009812647,9,2,-387.8525475
0.921114048,1.024685348,9,2,-387.8342048
0.969548194,1.007428545,9,2,-387.5128164
0.884329842,1.032612578,9,2,-387.0683492
0.877070266,1.031584846,9,2,-387.0096309
0.911856582,1.003553567,9,2,-386.1863395
0.923452747,1.007630289,9,2,-385.6585071
0.992925487,1.034565983,9,2,-385.2015218
0.854246739,1.029380846,9,2,-384.0552826
0.885861595,1.021253921,9,2,-383.5186469
0.984466723,1.028591709,9,2,-383.1551552
0.9074341,1.006232842,9,2,-382.8668896
0.947034589,1.003282271,9,2,-382.6614796
0.904043152,1.00945712,9,2,-382.1482964
0.915178436,1.000292761,9,2,-381.1607794
0.964177175,1.009299683,9,2,-381.0391154
0.902008868,1.034436633,9,2,-381.0047332
0.905630115,1.031417956,9,2,-380.7239313
0.905876215,1.015221859,9,2,-379.5501534
0.911611381,1.001430292,9,2,-379.0883377
0.948652853,1.020628563,9,2,-378.5702082
0.858351732,1.001824192,9,2,-378.5501333
0.858965257,1.01901214,9,2,-378.44461
0.86461742,1.022664612,9,2,-378.1186596
0.935680805,1.022348512,9,2,-377.9164391
0.980973786,1.002372621,9,2,-377.7392157
0.91392855,1.014932555,9,2,-377.2478774
0.906629519,1.019521191,9,2,-376.8783768
0.856032568,1.001488478,9,2,-376.5987968
0.977659406,1.016521747,9,2,-376.3773477
0.917412336,1.030468645,9,2,-375.1142195
0.966536418,1.010859687,9,2,-375.1069611
0.908074507,1.005086945,9,2,-374.5615943
0.894119651,1.007350852,9,2,-374.453343
0.902054391,1.011189889,9,2,-374.286843
0.940808341,1.00152753,9,2,-374.2454745
0.934327444,1.00947037,9,2,-373.9960183
0.999284685,1.022068906,9,2,-373.8926395
0.915201188,1.029217485,9,2,-373.2558164
0.992182258,1.021478285,9,2,-373.0763167
0.953446383,1.01495037,9,2,-372.7448604
0.855800406,1.006675799,9,2,-371.8640632
0.887711449,1.022445634,9,2,-371.2018322
0.892867914,1.032293436,9,2,-369.8603517
0.978122689,1.02644569,9,2,-369.7930368
0.955843067,1.004519235,9,2,-369.0709741
0.921741252,1.016889253,9,2,-368.1645453
0.882436962,1.002458278,9,2,-368.0784321
0.954439584,1.002447404,9,2,-367.9251482
0.974219687,1.002005738,9,2,-367.7435426
0.99947946,1.009649642,9,2,-367.5510603
0.971862847,1.013997041,9,2,-366.6677952
0.978804868,1.021099585,9,2,-365.6958002
0.924182511,1.030970028,9,2,-365.5756215
0.990135333,1.016728897,9,2,-365.5131928
0.968943797,1.005795978,9,2,-365.1181366
0.958797577,1.001369737,9,2,-364.4733967
0.903988509,1.004832374,9,2,-363.0512072
0.992910455,1.003999019,9,2,-362.6412427
0.866318278,1.007913745,9,2,-362.5539758
0.852077447,1.026197446,9,2,-362.3723892
0.989275181,1.005159537,9,2,-361.7063482
0.96657605,1.019749384,9,2,-361.2609523
0.868309138,1.023554028,9,2,-360.9834981
0.901862306,1.016768611,9,2,-359.8987
0.871259561,1.026366339,9,2,-359.8971512
0.994070477,1.007190369,9,2,-359.5690479
0.970502363,1.007212814,9,2,-359.4540846
0.943453276,1.031682742,9,2,-359.1458732
0.872003824,1.023547028,9,2,-359.1458359
0.985148764,1.02372367,9,2,-359.1433682
0.893451298,1.019638202,9,2,-358.6362384
0.962840856,1.009075276,9,2,-358.1029366
0.896298078,1.004810003,9,2,-357.1920844
0.893857723,1.01084646,9,2,-357.0467393
0.963993526,1.034383463,9,2,-356.7962361
0.921276497,1.033296031,9,2,-356.64134
0.860645368,1.006647539,9,2,-356.071015
0.95654672,1.028159885,9,2,-355.4677854
0.934513538,1.025907311,9,2,-355.2028644
0.91012007,1.028049118,9,2,-355.1875806
0.97413477,1.030918229,9,2,-353.8780106
0.855531301,1.020676411,9,2,-353.7364501
0.906221545,1.034606249,9,2,-353.4766498
0.966058831,1.012845192,9,2,-353.4476451
0.855521533,1.00521563,9,2,-353.2638515
0.972572206,1.031614868,9,2,-352.9212754
0.893507783,1.005125167,9,2,-352.7171245
0.910644705,1.000802791,9,2,-352.0470497
0.892553743,1.009533379,9,2,-351.4146334
0.85454454,1.019985388,9,2,-351.1998213
0.889102805,1.03311972,9,2,-350.0184978
0.856356673,1.010470455,9,2,-349.5102672
0.912267117,1.026638125,9,2,-341.6108001
0.988040435,1.034474354,9,2,-340.3926177
0.992283375,1.000680822,9,2,-340.2952244
0.910986172,1.027209899,9,2,-339.9937552
0.868309984,1.002945752,9,2,-339.0946377
0.920110387,1.009815224,9,2,-339.0217876
0.956395755,1.028443237,9,2,-337.4133738
0.877973671,1.018865229,9,2,-336.1107679
0.883000696,1.028383298,9,2,-336.0717903
0.854211567,1.001253064,9,2,-335.6970052
0.886830059,1.004249447,9,2,-335.4350012
0.893599347,1.017673486,9,2,-335.1373267
0.975363198,1.000236225,9,2,-335.0978786
0.87363557,1.006211419,9,2,-334.5296198
0.879363992,1.011180732,9,2,-333.6712396
0.981757388,1.003254103,9,2,-332.9650413
0.918958051,1.006311798,9,2,-331.9023767
0.887410707,1.016226208,9,2,-330.818326
0.892325472,1.016700692,9,2,-330.5535583
0.970352388,1.022482889,9,2,-330.417896
0.9689359,1.017780706,9,2,-330.3675433
0.993575406,1.001292741,9,2,-328.0433584
0.994967609,1.003177175,9,2,-328.0424202
0.929051625,1.0176331,9,2,-327.5832643
0.900314344,1.005124523,9,2,-327.0595145
0.862054761,1.002382411,9,2,-326.5793437
0.954999238,1.034601844,9,2,-325.5052913
0.87779991,1.024124174,9,2,-325.421713
0.881475585,1.006975784,9,2,-325.1433475
0.898601901,1.009468442,9,2,-324.5478996
0.856137755,1.029655971,9,2,-324.12883
0.854887358,1.002337344,9,2,-323.7245403
0.900636295,1.004805013,9,2,-322.2445235
0.85304827,1.002449278,9,2,-322.0562986
0.964323225,1.01993815,9,2,-321.9377324
0.923809004,1.027547242,9,2,-321.8238101
0.862482238,1.016525574,9,2,-321.4304509
0.899570652,1.028113803,9,2,-320.5944699
0.854583434,1.031873131,9,2,-318.3378293
0.852070975,1.006077507,9,2,-317.9262353
0.901125817,1.029261159,9,2,-317.2910394
0.899367366,1.009564653,9,2,-315.8959128
0.975821964,1.001723636,9,2,-315.2384731
0.925650898,1.022881039,9,2,-314.6874305
0.899413213,1.004950096,9,2,-312.6276605
0.901594926,1.0206008,9,2,-312.5032064
0.87772031,1.005031648,9,2,-312.3718656
0.907126072,1.014590421,9,2,-312.1665802
0.943741963,1.016661601,9,2,-312.096595
0.900841802,1.000233062,9,2,-311.7849146
0.900452787,1.005706774,9,2,-311.2785079
0.898562043,1.01209592,9,2,-311.0237813
0.998696469,1.033804782,9,2,-310.9883701
0.957076519,1.031021496,9,2,-310.8623524
0.883427256,1.021058995,9,2,-310.18878
0.900815293,1.003172317,9,2,-309.7901392
0.986044619,1.019896705,9,2,-309.0070198
0.899206117,1.007995376,9,2,-308.9852113
0.900907995,1.021588004,9,2,-308.9631487
0.903701718,1.012677729,9,2,-308.8869315
0.91488489,1.007126998,9,2,-308.6845008
0.882068383,1.017673091,9,2,-308.4917976
0.959530996,1.007630854,9,2,-308.2788968
0.946014449,1.001996251,9,2,-307.6863483
0.901991143,1.03171328,9,2,-307.4381488
0.898862882,1.010316835,9,2,-307.4381343
0.89887197,1.023012995,9,2,-307.4379921
0.898850957,1.022237039,9,2,-307.4375512
0.898652319,1.008380764,9,2,-307.4363239
0.898650833,1.001868932,9,2,-307.4359912
0.898680978,1.033850224,9,2,-307.4356324
0.898591789,1.020989624,9,2,-307.4355848
0.898652312,1.030742755,9,2,-307.4353457
0.89864597,1.01593255,9,2,-307.4347887
0.898673968,1.020376393,9,2,-307.4307076
0.900557926,1.000649008,9,2,-307.0948018
0.898375074,1.010837934,9,2,-306.8588207
0.898134306,1.03288955,9,2,-306.8332785
0.866393914,1.017488635,9,2,-306.8088392
0.94319491,1.014366277,9,2,-306.7900413
0.898328605,1.026207017,9,2,-306.2450229
0.902900228,1.000861103,9,2,-306.1257438
0.898969252,1.013783903,9,2,-306.1248823
0.900974407,1.011641502,9,2,-306.0795746
0.902881957,1.01423835,9,2,-305.9165298
0.900917894,1.023610124,9,2,-305.8884239
0.876257039,1.007280199,9,2,-305.8438546
0.898127007,1.021217232,9,2,-305.8266055
0.921392718,1.009329663,9,2,-305.6252302
0.896894022,1.002811101,9,2,-305.6058978
0.897752776,1.011201973,9,2,-305.4912129
0.887639055,1.028249107,9,2,-305.3145996
0.896528594,1.027054291,9,2,-305.3086469
0.896957232,1.02904749,9,2,-305.2452774
0.899315733,1.009643324,9,2,-305.1724232
0.898199671,1.006937662,9,2,-305.1278672
0.897629302,1.00751945,9,2,-305.1158045
0.898082323,1.028882536,9,2,-305.0730589
0.898450418,1.010901656,9,2,-304.9578016
0.924763153,1.00584782,9,2,-304.8732229
0.897755437,1.00071919,9,2,-304.6847378
0.897991353,1.02746667,9,2,-304.6019785
0.897800626,1.022596523,9,2,-304.464055
0.898471352,1.023428834,9,2,-304.4441027
0.898250135,1.002458496,9,2,-304.3285866
0.898030431,1.007801619,9,2,-304.2712284
0.901698182,1.023586609,9,2,-304.2372836
0.953549321,1.020375393,9,2,-304.222019
0.9657259,1.018567256,9,2,-303.8331811
0.897802033,1.027252885,9,2,-303.7180195
0.898994286,1.000702771,9,2,-303.6803414
0.89763871,1.009369373,9,2,-303.6688258
0.897636581,1.020257436,9,2,-303.4993183
0.896298884,1.030550952,9,2,-303.2904037
0.89691498,1.001973539,9,2,-303.2038437
0.897718225,1.027632978,9,2,-303.1715453
0.897694675,1.029752501,9,2,-302.9836604
0.896348072,1.022301442,9,2,-302.6745418
0.902825587,1.025998812,9,2,-302.6393354
0.896475271,1.028943973,9,2,-302.623144
0.902442248,1.017371864,9,2,-302.6078335
0.897794099,1.021612373,9,2,-302.5827969
0.902796978,1.003910699,9,2,-302.4371998
0.896810619,1.020521462,9,2,-302.3738389
0.897670692,1.010502117,9,2,-302.3172766
0.897169495,1.00486272,9,2,-302.2051991
0.897091984,1.011592945,9,2,-302.0626
0.89674748,1.025772447,9,2,-301.9845914
0.902560578,1.006748552,9,2,-301.9399986
0.89718862,1.024596592,9,2,-301.9129599
0.903251204,1.014289879,9,2,-301.8651189
0.89735357,1.034333582,9,2,-301.7236356
0.897419183,1.013665846,9,2,-301.4235814
0.902990397,1.003931114,9,2,-301.3846771
0.895392977,1.011250956,9,2,-301.2944512
0.89732689,1.030043845,9,2,-301.2463061
0.903085184,1.025153867,9,2,-301.2245154
0.897516163,1.006367303,9,2,-301.0970583
0.89713261,1.024041704,9,2,-301.0051031
0.89710218,1.019955542,9,2,-300.993376
0.896179229,1.008703933,9,2,-300.9502318
0.897339037,1.031903581,9,2,-300.8543697
0.903205681,1.023107407,9,2,-300.7847351
0.89823927,1.018470786,9,2,-300.693197
0.897435794,1.02307623,9,2,-300.6478055
0.896361941,1.013631214,9,2,-300.6241176
0.897507348,1.023089445,9,2,-300.342734
0.902448506,1.029599422,9,2,-300.2869158
0.902642207,1.003994017,9,2,-299.982408
0.896559612,1.029240739,9,2,-299.9031016
0.902643907,1.021646308,9,2,-299.7188073
0.902486694,1.016372857,9,2,-299.7041034
0.903045182,1.002149888,9,2,-299.6715235
0.880369011,1.010993676,9,2,-299.4206503
0.8966251,1.012703408,9,2,-299.353809
0.897118046,1.02391513,9,2,-299.2417667
0.89716845,1.013331523,9,2,-299.1851196
0.897140208,1.007856409,9,2,-299.0586291
0.902506505,1.018853893,9,2,-298.9899656
0.896684163,1.025188714,9,2,-298.9792373
0.897248887,1.02237373,9,2,-298.6602307
0.897222446,1.031596169,9,2,-298.5229222
0.903386908,1.012430965,9,2,-298.5165335
0.897136394,1.017604907,9,2,-298.451015
0.903313843,1.012093949,9,2,-298.4250115
0.897519331,1.020985862,9,2,-298.4184865
0.896688255,1.01034896,9,2,-298.3556102
0.89671504,1.016133321,9,2,-298.3303523
0.896680881,1.018589393,9,2,-298.0638053
0.897307372,1.006401556,9,2,-297.9461766
0.903721892,1.013327284,9,2,-297.9035143
0.902386424,1.004126455,9,2,-297.7913254
0.896068844,1.00339116,9,2,-297.7323213
0.897254875,1.004710926,9,2,-297.5906774
0.903708242,1.01446629,9,2,-297.3634044
