r, lambda, epoch, N, ncs_res 
0.912896909,1.025497388,9,2,176.1054761
0.98985736,1.018115709,9,2,180.4127572
0.931422591,1.020535475,9,2,180.5384984
0.935190951,1.030405848,9,2,180.8682995
0.913110912,1.004784779,9,2,182.289738
0.941535689,1.018420285,9,2,183.3377638
0.956130845,1.020336904,9,2,187.1798678
0.910176531,1.013465838,9,2,188.0272503
0.943691716,1.003540908,9,2,189.2855915
0.916237741,1.001260617,9,2,189.6428603
0.916519469,1.010728179,9,2,191.0406268
0.869617252,1.021477576,9,2,192.9524581
0.89360167,1.011765518,9,2,193.3437255
0.920081894,1.007804283,9,2,193.9068395
0.918049873,1.025003192,9,2,195.1239175
0.937002068,1.001331646,9,2,195.645217
0.876476707,1.033978353,9,2,195.9841345
0.868926736,1.033844161,9,2,196.2401477
0.98158121,1.009922316,9,2,197.6837522
0.85484022,1.001975592,9,2,197.8625664
0.95635054,1.01482925,9,2,199.8018629
0.867749109,1.028884113,9,2,200.1294663
0.869407926,1.00972906,9,2,200.1597917
0.911833563,1.009957454,9,2,201.497928
0.888714377,1.034449355,9,2,201.726845
0.888546442,1.02032623,9,2,201.8189956
0.961440767,1.005244281,9,2,201.8189957
0.877340765,1.01406689,9,2,203.0759411
0.92928637,1.027987453,9,2,203.153598
0.930422923,1.027161317,9,2,208.6742907
0.889362014,1.010251038,9,2,209.8791166
0.908455533,1.019885782,9,2,210.768535
0.983295026,1.016180109,9,2,211.1796976
0.850478011,1.00425866,9,2,211.1796976
0.928681106,1.029102964,9,2,211.1796976
0.905681817,1.025049892,9,2,211.1796986
0.973914014,1.030375583,9,2,211.4205371
0.934078779,1.032822947,9,2,211.8634182
0.889338189,1.00383956,9,2,212.4154235
0.982250806,1.020046807,9,2,215.4510103
0.972851391,1.023491327,9,2,217.6030205
0.871011455,1.02058434,9,2,218.6941816
0.870709746,1.013143749,9,2,219.3348356
0.959187194,1.024044792,9,2,219.3450912
0.936777478,1.020133526,9,2,221.3576922
0.920002358,1.023652758,9,2,224.013031
0.949517449,1.027235415,9,2,224.7952164
0.94496631,1.025734768,9,2,225.6568276
0.891365057,1.007813486,9,2,226.1664298
0.893570536,1.00071408,9,2,226.6821235
0.917679968,1.010889568,9,2,226.6821577
0.925371366,1.024720728,9,2,226.6821874
0.856819105,1.020059344,9,2,226.6825051
0.922709078,1.022331192,9,2,226.6828385
0.952961795,1.023171422,9,2,227.9477451
0.985523707,1.015288773,9,2,228.7798397
0.917287707,1.016391602,9,2,229.7818125
0.973078557,1.00253282,9,2,231.0485994
0.914929441,1.018681419,9,2,231.5494916
0.921969652,1.006912485,9,2,231.9955252
0.973759069,1.015602482,9,2,233.7191132
0.978101431,1.002453714,9,2,237.188026
0.946404443,1.016473695,9,2,237.1880268
0.884529041,1.013645499,9,2,237.6530377
0.93122931,1.031444468,9,2,237.7686431
0.874739045,1.020972865,9,2,241.3353911
0.955076223,1.003673509,9,2,245.830698
0.943336071,1.001909412,9,2,248.5426087
0.886947041,1.03029769,9,2,249.4708393
0.914316073,1.030235263,9,2,252.4114578
0.980046004,1.017648517,9,2,252.5658353
0.96230906,1.028016474,9,2,253.1845899
0.954877009,1.018913414,9,2,255.2303257
0.969959741,1.015755222,9,2,257.7026801
0.971419212,1.015344013,9,2,257.7026856
0.971410562,1.030367221,9,2,257.7026864
0.971398901,1.023050118,9,2,257.7026872
0.97133511,1.020052284,9,2,257.7026892
0.969831487,1.011931885,9,2,257.7027047
0.969936067,1.017329549,9,2,257.7027281
0.905252813,1.015859691,9,2,260.0245114
0.905479372,1.012194633,9,2,260.0303183
0.9972286,1.034923131,9,2,261.8446545
0.961666737,1.01697783,9,2,262.3032671
0.941112826,1.003684965,9,2,263.8199685
0.947191123,1.027317887,9,2,265.0213637
0.923181063,1.022244427,9,2,265.6956471
0.973901071,1.004833364,9,2,266.5287991
0.979139835,1.018447197,9,2,269.6382372
0.999087574,1.001681541,9,2,270.3295233
0.975826263,1.034856202,9,2,272.4464008
0.932757835,1.027498713,9,2,273.6308989
0.861861807,1.001308469,9,2,274.0306953
0.893099227,1.012529953,9,2,277.5805254
0.982004968,1.02213714,9,2,278.8097053
0.968421945,1.030376872,9,2,279.125006
0.991216603,1.018419471,9,2,279.3251868
0.999053779,1.00786223,9,2,279.7407323
0.998210952,1.02852931,9,2,279.9013917
0.991857628,1.009838351,9,2,280.7233136
0.916417893,1.02772141,9,2,280.8326326
0.977175597,1.008194819,9,2,280.8327221
0.947237528,1.021502573,9,2,281.1054927
0.933449831,1.008711921,9,2,284.8629773
0.973115399,1.009083606,9,2,285.0168849
0.977050657,1.033388854,9,2,285.1121512
0.881287633,1.002653112,9,2,294.9321966
0.85004481,1.016463899,9,2,296.7691259
0.86567708,1.034747971,9,2,298.8340477
0.945214702,1.01482678,9,2,299.3964969
0.984487854,1.00209264,9,2,299.8532751
0.938272831,1.023237411,9,2,300.2686235
0.934144462,1.000922147,9,2,301.2809775
0.90789376,1.019689056,9,2,302.7174164
0.968994732,1.023542356,9,2,303.5897973
0.911307655,1.016329689,9,2,306.4871606
0.926084171,1.013284238,9,2,306.7638188
0.989813504,1.029851002,9,2,308.46225
0.864018248,1.016717956,9,2,310.2007572
0.871126835,1.027829366,9,2,311.0664167
0.887058893,1.001070212,9,2,311.1333935
0.982659258,1.027152915,9,2,311.6035597
0.935776111,1.002125346,9,2,312.051629
0.91595169,1.030365473,9,2,312.2105553
0.945797846,1.007098639,9,2,312.2113503
0.907052162,1.03016054,9,2,312.2114616
0.927786346,1.012898953,9,2,313.137171
0.866125977,1.021763976,9,2,313.2523475
0.973879797,1.026355899,9,2,313.3445228
0.861359403,1.010870561,9,2,313.5189206
0.882516637,1.026591906,9,2,317.7244977
0.866392784,1.008546756,9,2,321.4157997
0.91024194,1.031375877,9,2,323.9993467
0.95134007,1.032083635,9,2,326.6474685
0.982066274,1.010677354,9,2,329.828767
0.86816184,1.030318828,9,2,331.0786334
0.900314487,1.017251388,9,2,334.4971725
0.982734102,1.023259245,9,2,335.8999837
0.959232067,1.001445944,9,2,338.2334451
0.883021106,1.025354015,9,2,338.2346379
0.879523548,1.022233069,9,2,338.9145249
0.967724006,1.026132056,9,2,338.9827249
0.993655799,1.026291633,9,2,339.5501976
0.973650218,1.028309976,9,2,341.0915775
0.899290221,1.015707308,9,2,341.5255825
0.874837444,1.019961133,9,2,341.6498308
0.883482444,1.00184236,9,2,342.6908893
0.996986686,1.007611155,9,2,342.6921083
0.973663554,1.028467127,9,2,342.8811331
0.869106955,1.032849469,9,2,342.9509609
0.973650787,1.031711752,9,2,344.4278121
0.943690664,1.028137863,9,2,345.6050068
0.899673872,1.015697876,9,2,346.288955
0.851840752,1.002057643,9,2,347.9575766
0.882209494,1.025884308,9,2,348.5327965
0.888227975,1.016691275,9,2,350.7901044
0.911946506,1.001650563,9,2,351.1371178
0.973621121,1.03411801,9,2,356.4834361
0.852196146,1.0126445,9,2,358.7400301
0.925003572,1.028347693,9,2,358.7453529
0.934702166,1.022300583,9,2,358.7547871
0.9210891,1.010425254,9,2,359.0142256
0.934416861,1.031452783,9,2,360.1830309
0.975910169,1.028830004,9,2,360.8289135
0.917851018,1.033925427,9,2,362.1198902
0.890030335,1.002966287,9,2,363.2264097
0.869945945,1.007254924,9,2,363.9871581
0.922666967,1.018096008,9,2,364.1509738
0.999418,1.033205392,9,2,366.2809489
0.943597317,1.018903109,9,2,368.1580171
0.960552312,1.008298266,9,2,370.9342888
0.988423521,1.032990352,9,2,372.0711739
0.986578281,1.019547654,9,2,372.8531712
0.947092698,1.012332503,9,2,373.814156
0.963584369,1.013523901,9,2,377.5409602
0.884795119,1.008126541,9,2,380.5447442
0.980305523,1.007643163,9,2,380.9414927
0.923955264,1.028818548,9,2,382.611734
0.906215601,1.009005585,9,2,383.4279524
0.856454067,1.009907826,9,2,383.4279531
0.861512938,1.02251187,9,2,387.6233389
0.980909695,1.024238049,9,2,388.2894765
0.979845645,1.015244905,9,2,388.8671197
0.855190968,1.008129695,9,2,388.9200592
0.85657232,1.007547153,9,2,390.0488659
0.959738095,1.031575384,9,2,390.1312709
0.963911256,1.014242197,9,2,391.8135914
0.996944662,1.014325455,9,2,393.0779047
0.918387889,1.014395618,9,2,394.6824024
0.932490965,1.012350613,9,2,395.7922405
0.947632017,1.02724007,9,2,396.2005515
0.852414385,1.00895651,9,2,396.3578504
0.99532382,1.034054735,9,2,397.0169015
0.917448903,1.000948805,9,2,403.7003253
0.910653466,1.034455488,9,2,404.0890751
0.935395853,1.012974705,9,2,406.7449787
0.998805879,1.011655511,9,2,412.3528518
0.921405135,1.030243697,9,2,414.274096
0.925136004,1.005588689,9,2,415.1727311
0.984212561,1.028906437,9,2,415.1727312
0.968578935,1.016624767,9,2,416.9972666
0.912569857,1.009584366,9,2,417.3341802
0.931817369,1.011663308,9,2,418.7908111
0.904798123,1.028318164,9,2,419.2686166
0.962993235,1.012651405,9,2,421.972181
0.954929452,1.016392202,9,2,422.218866
0.870706419,1.006334132,9,2,422.7727998
0.969193681,1.025768598,9,2,422.7772777
0.854642028,1.012851289,9,2,423.2686508
0.894057046,1.016848958,9,2,428.8698604
0.953843711,1.02075557,9,2,429.2914091
0.936557383,1.021677887,9,2,433.1616845
0.983508443,1.006915043,9,2,433.3191002
0.904636501,1.023991682,9,2,437.3996202
0.859829026,1.010741152,9,2,437.8990377
0.974711203,1.020058166,9,2,438.5481761
0.972623199,1.022033416,9,2,440.8722248
0.917364009,1.014724292,9,2,443.1809004
0.851802927,1.022323903,9,2,443.7219466
0.951400903,1.033359632,9,2,443.8558399
0.86943537,1.017788951,9,2,444.3297371
0.946902848,1.028871129,9,2,446.4231765
0.861380379,1.016132834,9,2,448.3070501
0.954970676,1.01496986,9,2,450.968666
0.959007044,1.014074101,9,2,453.0755376
0.956159394,1.026389976,9,2,453.3022488
0.990707936,1.031857421,9,2,456.8313166
0.956157279,1.029162118,9,2,457.2615179
0.905470126,1.029153183,9,2,459.0179662
0.862231792,1.006809783,9,2,459.2626678
0.993250083,1.003787566,9,2,462.2750248
0.871717382,1.003030217,9,2,462.2750248
0.901110672,1.024353614,9,2,462.2765962
0.985831592,1.020478097,9,2,462.5716791
0.894927869,1.007869461,9,2,464.322831
0.88824881,1.027346017,9,2,464.8748698
0.906718899,1.031354364,9,2,466.4739009
0.961380712,1.015708038,9,2,466.9547643
0.855873605,1.005611982,9,2,467.3172934
0.947389634,1.016316682,9,2,468.6894339
0.91811346,1.009046232,9,2,470.7962561
0.976797353,1.022115119,9,2,474.8959028
0.954129285,1.00393194,9,2,475.7819064
0.859786909,1.012169452,9,2,476.1601149
0.884654806,1.01546594,9,2,477.3833592
0.935369036,1.018379549,9,2,481.6098811
0.858937978,1.008035974,9,2,485.8530354
0.945382703,1.001052478,9,2,486.4031355
0.985966625,1.014844104,9,2,491.1043764
0.947362257,1.018024354,9,2,498.8730048
0.858925624,1.01234211,9,2,498.9594476
0.951262578,1.016046066,9,2,499.2884135
0.930943599,1.022826174,9,2,506.5121332
0.967350389,1.006752201,9,2,507.1496364
0.945635637,1.01004072,9,2,508.5482007
0.906035178,1.006077182,9,2,514.0303611
0.988079854,1.013574292,9,2,518.5068013
0.919997059,1.026944398,9,2,520.8052438
0.854943342,1.007077534,9,2,521.0105431
0.959651395,1.030470577,9,2,521.8106702
0.993234136,1.015638573,9,2,525.2913715
0.873486748,1.017575851,9,2,526.3162026
0.901707442,1.002792557,9,2,526.355208
0.872010687,1.01300856,9,2,527.5710348
0.853973274,1.020603371,9,2,528.8530661
0.993909347,1.004776327,9,2,529.4452872
0.978996843,1.010787065,9,2,530.2720193
0.893466728,1.017334186,9,2,530.3363483
0.955195016,1.01453603,9,2,531.9917376
0.980030213,1.032547125,9,2,539.8952058
0.906318683,1.017415484,9,2,540.0236903
0.996391588,1.019180292,9,2,540.541884
0.902960161,1.027609105,9,2,540.7745999
0.980408483,1.025885502,9,2,540.7816353
0.925142819,1.029321725,9,2,540.7902339
0.960255584,1.010644854,9,2,545.2127309
0.986863878,1.001622079,9,2,546.526028
0.888098175,1.030163153,9,2,546.8791158
0.920107864,1.024830003,9,2,549.3268623
0.99306477,1.021022108,9,2,550.9840757
0.860427186,1.013245404,9,2,552.7097566
0.924163284,1.027444915,9,2,552.8435525
0.989887979,1.02119949,9,2,555.156009
0.92604121,1.005918373,9,2,556.7254205
0.943007711,1.019353412,9,2,557.7558877
0.982939496,1.017814168,9,2,559.5007363
0.909075083,1.000646603,9,2,563.0597772
0.895810412,1.015637984,9,2,564.042078
0.856174828,1.004491148,9,2,566.314513
0.878211268,1.030933084,9,2,568.9775823
0.860346654,1.030744786,9,2,570.7822019
0.877110243,1.020877366,9,2,574.134255
0.923680569,1.013539403,9,2,575.0588769
0.98530762,1.007647146,9,2,575.0588797
0.908492827,1.029062791,9,2,575.0589134
0.924449815,1.032099043,9,2,575.0592354
0.929105837,1.015997943,9,2,575.882254
0.954715818,1.021097231,9,2,576.0140905
0.944783666,1.004291713,9,2,577.9313078
0.969338736,1.005996848,9,2,580.235891
0.946622194,1.029793985,9,2,581.8478684
0.89480347,1.019259217,9,2,584.2837529
0.919473841,1.027116986,9,2,584.5883629
0.865956666,1.02672704,9,2,585.2745635
0.929965015,1.033113638,9,2,588.0111041
0.869048244,1.006830943,9,2,589.4785366
0.910151606,1.001270816,9,2,591.1003217
0.970328349,1.027625113,9,2,593.688874
0.970099996,1.009311224,9,2,597.0113622
0.972148571,1.018677199,9,2,597.398595
0.862547683,1.024336012,9,2,599.2182407
0.87037422,1.029198319,9,2,605.1073142
0.876025736,1.021883099,9,2,605.6473827
0.983427619,1.023156751,9,2,607.4667473
0.860241756,1.03134735,9,2,609.7862918
0.992892352,1.0101089,9,2,610.264911
0.927715639,1.032652253,9,2,610.354295
0.892971647,1.014595498,9,2,610.7833963
0.940589962,1.008270627,9,2,611.9068338
0.970062462,1.015724793,9,2,614.6130164
0.953268607,1.006840255,9,2,620.7265871
0.906477886,1.006191146,9,2,622.578354
0.975220454,1.029545268,9,2,622.7479738
0.875332455,1.025051673,9,2,623.8117139
0.997079364,1.003676227,9,2,624.8437544
0.898693617,1.014470847,9,2,626.076851
0.910602391,1.005535637,9,2,626.1632664
0.925326871,1.034986722,9,2,626.6152496
0.920096576,1.014625743,9,2,627.7574165
0.955584999,1.025967149,9,2,638.8437542
0.932035177,1.016651865,9,2,640.3558896
0.900245381,1.002358762,9,2,640.6656926
0.931221189,1.012665821,9,2,642.3548481
0.983333608,1.009717331,9,2,644.4899533
0.982472986,1.003089033,9,2,644.9452133
0.861597198,1.009566981,9,2,645.6680515
0.981692912,1.004375172,9,2,646.3427729
0.975487785,1.014522292,9,2,646.7230638
0.948128689,1.011836626,9,2,647.5260301
0.945815508,1.033796275,9,2,650.7433403
0.941770141,1.01640575,9,2,651.0559731
0.879688114,1.000032383,9,2,654.2700857
0.9640981,1.002928976,9,2,655.0924551
0.998127525,1.017150134,9,2,656.6064821
0.950513194,1.005346428,9,2,657.819064
0.996432328,1.013610168,9,2,658.493358
0.937922282,1.006131496,9,2,658.7915011
0.858724158,1.010097172,9,2,659.0901538
0.937371846,1.008055296,9,2,663.5761874
0.876933454,1.013341368,9,2,666.9325864
0.995297485,1.007786514,9,2,668.8460523
0.964500709,1.015107041,9,2,674.116926
0.861145741,1.008320508,9,2,676.6484922
0.968329173,1.02201037,9,2,677.9176819
0.853090631,1.016454713,9,2,679.6306262
0.856469764,1.023980899,9,2,679.9061627
0.994656263,1.022439453,9,2,680.0859207
0.855362406,1.016606247,9,2,682.5424315
0.851105076,1.005647471,9,2,683.5875524
0.904498543,1.032355912,9,2,683.9961187
0.940857501,1.021092814,9,2,687.24759
0.881336875,1.014400691,9,2,690.5002069
0.918329977,1.031093993,9,2,691.1732711
0.981802374,1.008950448,9,2,691.4682777
0.969652863,1.0237548,9,2,691.9395831
0.933814676,1.011013787,9,2,693.2499591
0.87686328,1.024969634,9,2,694.2583723
0.879775412,1.005704089,9,2,697.8246342
0.854845704,1.031273614,9,2,698.5433251
0.917494463,1.027540738,9,2,701.3948197
0.996888461,1.034885705,9,2,701.8354798
0.941914716,1.015708567,9,2,702.6189105
0.960957804,1.014491124,9,2,704.5392914
0.928065727,1.025993232,9,2,705.8717079
0.997426416,1.013535652,9,2,707.3145035
0.974037104,1.010706508,9,2,709.6648189
0.942578348,1.034627298,9,2,711.472088
0.997433457,1.018536082,9,2,713.7246688
0.988184206,1.024216647,9,2,716.7217083
0.880164369,1.028283987,9,2,717.163344
0.853461412,1.01302101,9,2,717.3316033
0.892197262,1.025205362,9,2,717.4478813
0.954031103,1.007759271,9,2,718.59991
0.961046924,1.023746267,9,2,718.9388551
0.967965233,1.015168038,9,2,724.0712716
0.935904466,1.034980082,9,2,724.7339671
0.915686949,1.012702701,9,2,725.6041257
0.904662147,1.007946005,9,2,727.1501849
0.894638893,1.029808908,9,2,728.3788409
0.919349015,1.012593309,9,2,728.9347656
0.913999969,1.012141863,9,2,735.2184866
0.981997492,1.023843036,9,2,735.9222235
0.970068052,1.034268833,9,2,736.8941884
0.964999176,1.011235657,9,2,737.9667643
0.874560619,1.002807054,9,2,738.8434901
0.947128558,1.024628188,9,2,738.8543354
0.965646398,1.030703274,9,2,739.816965
0.934263447,1.010547305,9,2,740.4818032
0.974611507,1.020033302,9,2,741.1775961
0.99849721,1.027981911,9,2,741.5598916
0.9044423,1.032760248,9,2,745.1419826
0.961780893,1.024743166,9,2,745.8699955
0.964860302,1.012197699,9,2,748.6511684
0.979722003,1.033348262,9,2,749.0124092
0.995164376,1.027782531,9,2,749.3240623
0.905660317,1.012276977,9,2,749.4761528
0.907470196,1.002074446,9,2,752.8643318
0.850492654,1.032764377,9,2,753.5561167
0.880742549,1.002773874,9,2,754.2375254
0.888875676,1.00161992,9,2,754.518145
0.99826443,1.011480328,9,2,759.4412089
0.984058176,1.029575039,9,2,760.0952211
0.986215366,1.031778375,9,2,760.3951485
0.90115328,1.022296309,9,2,761.7867103
0.946577394,1.034626896,9,2,767.2288232
0.943694723,1.009769045,9,2,767.3292612
0.951018265,1.027838949,9,2,767.776569
0.908712308,1.008396334,9,2,772.2032839
0.936461659,1.032369765,9,2,773.7589484
0.888487866,1.028757945,9,2,773.7928447
0.857977264,1.031875952,9,2,776.0548859
0.921645674,1.011543997,9,2,778.1262194
0.986670317,1.027611683,9,2,779.9242339
0.991804251,1.020148162,9,2,781.8563066
0.895852639,1.005210711,9,2,781.9753812
0.880647276,1.024020549,9,2,783.6441116
0.889153124,1.005849559,9,2,785.4556225
0.937272655,1.001940793,9,2,786.7120631
0.93178232,1.01734161,9,2,790.0084741
0.988889527,1.009546996,9,2,792.5821187
0.886884975,1.015923672,9,2,794.3425569
0.996994665,1.011759442,9,2,795.2204135
0.911418699,1.021383971,9,2,796.4334766
0.918087412,1.01695981,9,2,796.8951393
0.957105217,1.002828788,9,2,799.6154471
0.967749627,1.001759089,9,2,799.8793178
0.937061976,1.006426718,9,2,801.5416268
0.967808774,1.00774007,9,2,802.7772309
0.961534098,1.009750782,9,2,805.4417526
0.869359604,1.032699942,9,2,805.7889183
0.887579771,1.019437925,9,2,807.4744918
0.967734018,1.01635794,9,2,807.6425978
0.968893043,1.013869862,9,2,811.8216534
0.927547058,1.004973237,9,2,813.3829654
0.92588889,1.034565712,9,2,813.9802824
0.976240362,1.024932747,9,2,814.5261506
0.959034394,1.031448807,9,2,814.7268408
0.985623217,1.011589403,9,2,816.9040289
0.866952874,1.014863784,9,2,819.9989506
0.881425185,1.025633595,9,2,822.2844943
0.879830985,1.023872572,9,2,824.2394204
0.881309198,1.014658684,9,2,825.4458094
0.873891222,1.002771152,9,2,826.6498235
0.864684809,1.022584543,9,2,828.4716128
0.890532978,1.025729918,9,2,829.5435784
0.852368641,1.002224334,9,2,829.8290207
0.987719611,1.011317045,9,2,830.4378819
0.901873679,1.009371013,9,2,832.4619052
0.90162888,1.013422568,9,2,832.5034186
0.901762382,1.011305256,9,2,832.5690007
0.901536478,1.012698051,9,2,832.6913677
0.889489216,1.012292948,9,2,834.4850189
0.931161415,1.018914753,9,2,835.1266846
0.894862144,1.001137664,9,2,836.484773
0.910256833,1.003487829,9,2,838.1832169
0.949888473,1.019756711,9,2,838.1832169
0.90891155,1.026682754,9,2,838.18325
0.857329263,1.018787473,9,2,839.1953436
0.921800064,1.025937392,9,2,840.3722602
0.90478943,1.018145301,9,2,840.5064347
0.922405395,1.027682704,9,2,840.5758449
0.973264451,1.003891382,9,2,844.7890922
0.873280688,1.015028867,9,2,845.0572825
0.886705924,1.011826957,9,2,848.2639366
0.998347849,1.016933142,9,2,848.4586122
0.866404372,1.014509425,9,2,849.6511068
0.91548126,1.031048257,9,2,850.4883702
0.886757693,1.002327375,9,2,854.4748576
0.966053791,1.029222288,9,2,855.2778767
0.949122982,1.005136776,9,2,859.4219091
0.997413662,1.013462587,9,2,861.9081558
0.919751288,1.009584454,9,2,866.2538079
0.904786979,1.012808025,9,2,866.3135645
0.965659625,1.006962401,9,2,872.0276027
0.921397843,1.015616536,9,2,873.5268938
0.864103671,1.018590273,9,2,874.0111954
0.980060109,1.028162567,9,2,874.2672457
0.895545482,1.02580472,9,2,875.8320664
0.928397876,1.000318289,9,2,876.0339969
0.900406175,1.030633201,9,2,876.2348073
0.915926108,1.021538752,9,2,878.4254742
0.855055801,1.02103995,9,2,882.8311859
0.963572446,1.028241095,9,2,884.3438257
0.976831608,1.017301808,9,2,884.855199
0.928522889,1.017520299,9,2,887.2058885
0.928993948,1.015196304,9,2,887.799667
0.904677887,1.014190575,9,2,888.3062057
0.936805504,1.021020533,9,2,889.0345692
0.874855978,1.008227777,9,2,890.6147241
0.980981836,1.021630291,9,2,894.6157363
0.953744481,1.014573478,9,2,896.3770146
0.905985108,1.000743263,9,2,898.0470323
0.920028023,1.003144474,9,2,898.06362
0.881471805,1.023157122,9,2,898.8117178
0.91557796,1.031393556,9,2,898.9386273
0.951218104,1.016515399,9,2,899.5700494
0.904824847,1.029164324,9,2,899.9215426
0.974073421,1.030820877,9,2,900.0343921
0.921697065,1.032474971,9,2,901.9670063
0.9167516,1.031136844,9,2,903.1102426
0.883398598,1.013362088,9,2,904.3505276
0.895935232,1.007942862,9,2,907.649956
0.911195025,1.003308535,9,2,909.2716678
0.966988162,1.013513169,9,2,910.6126639
0.87511907,1.030194273,9,2,910.6132726
0.85253239,1.022500091,9,2,910.6494615
0.882902018,1.021228096,9,2,910.7549023
0.957360468,1.033681909,9,2,912.2288955
0.947038364,1.030275241,9,2,912.2843067
0.991243844,1.016209465,9,2,912.3671622
0.986320344,1.024314629,9,2,912.9973051
0.982480025,1.011570792,9,2,913.3549657
0.975341813,1.023508905,9,2,913.7322641
0.950807777,1.025679655,9,2,915.4298765
0.96196049,1.020495284,9,2,916.1112432
0.979923944,1.012857821,9,2,918.4123132
0.963887431,1.015899777,9,2,921.8048735
0.932946994,1.002345659,9,2,924.6625192
0.891308565,1.02627814,9,2,924.8487406
0.89587152,1.024955384,9,2,926.7561217
0.98634009,1.018006022,9,2,927.9008973
0.986204316,1.034446132,9,2,927.9025203
0.869627591,1.002090998,9,2,927.902747
0.909135157,1.005696421,9,2,928.3838609
0.950009399,1.008878178,9,2,928.4192073
0.909956584,1.016770434,9,2,929.8194282
0.853072914,1.029150826,9,2,933.4732071
0.868466765,1.027894611,9,2,934.2641402
0.853171381,1.027308666,9,2,936.5060848
0.939470606,1.024969671,9,2,936.9721661
0.899783969,1.017223715,9,2,937.153874
0.932585301,1.015581177,9,2,937.9296894
0.987681897,1.030610456,9,2,940.8260134
0.906474019,1.006743843,9,2,941.849542
0.994883344,1.017864631,9,2,941.8499071
0.988234954,1.027061597,9,2,942.283814
0.904794476,1.006834967,9,2,943.7331772
0.971851314,1.002550607,9,2,945.2199714
0.997409776,1.021301081,9,2,947.6704556
0.936647885,1.003071226,9,2,949.0848068
0.877563533,1.028864554,9,2,951.8010697
0.918115471,1.013656408,9,2,953.0328024
0.943550336,1.007452405,9,2,953.0393068
0.858728622,1.025530289,9,2,954.8243262
0.992481629,1.022283147,9,2,954.999103
0.953002097,1.012849305,9,2,955.6887485
0.923645569,1.01271267,9,2,957.1577914
0.951677766,1.001523859,9,2,957.2026623
0.863347627,1.02231617,9,2,960.0517888
0.913457701,1.013242684,9,2,961.3714819
0.99613946,1.021069755,9,2,963.2678913
0.973176321,1.026701625,9,2,963.4757005
0.953332152,1.02298279,9,2,965.3822558
0.92806572,1.00004017,9,2,965.5878174
0.904875259,1.018980263,9,2,965.6761492
0.963395005,1.013311293,9,2,966.3908937
0.943835065,1.032745759,9,2,971.7979348
0.926406739,1.01498159,9,2,974.5646312
0.979874955,1.016328472,9,2,975.7783003
0.877096436,1.013955096,9,2,975.9814269
0.873783224,1.01399259,9,2,976.0966058
0.874003377,1.034521444,9,2,978.2907967
0.920536662,1.018343696,9,2,981.0917452
0.923195196,1.01743678,9,2,982.39531
0.857960403,1.020291276,9,2,983.5179654
0.918092753,1.00258286,9,2,983.5272182
0.893630747,1.024976874,9,2,984.1197143
0.861017944,1.011054175,9,2,984.4310392
0.868724943,1.032016967,9,2,987.4998657
0.954443647,1.01373748,9,2,987.5750713
0.972418535,1.016942963,9,2,988.1498681
0.931888898,1.020884115,9,2,988.5713532
0.96519286,1.024513975,9,2,988.6610838
0.969160657,1.008980244,9,2,990.1806786
0.887850559,1.030510241,9,2,990.2674795
0.887578471,1.019328064,9,2,991.7743039
0.924005576,1.007836235,9,2,992.8827626
0.899700195,1.013040941,9,2,992.8831905
0.922265351,1.004146823,9,2,992.886135
0.887634466,1.015144736,9,2,992.91525
0.910742234,1.012418392,9,2,992.9672137
0.956163015,1.007407543,9,2,993.2875656
0.894934592,1.011549724,9,2,994.786886
0.865892631,1.022091571,9,2,996.0443964
0.955574802,1.021319524,9,2,996.2089348
0.852272859,1.033930579,9,2,998.173089
0.877330869,1.023696619,9,2,999.2570215
0.986892365,1.015557689,9,2,1001.550485
0.959628341,1.001949937,9,2,1001.847671
0.895395569,1.029269852,9,2,1002.040072
0.947085963,1.026644215,9,2,1003.527582
0.945723449,1.028387128,9,2,1003.988059
0.976839309,1.034907324,9,2,1004.513816
0.942895177,1.01922446,9,2,1009.254017
0.934081583,1.019560587,9,2,1013.154493
0.921598881,1.006147433,9,2,1013.79628
0.942366469,1.026552361,9,2,1015.901803
0.978010922,1.003017277,9,2,1018.186738
0.987792217,1.026287216,9,2,1024.324187
0.879733322,1.0082775,9,2,1025.744119
0.934554442,1.022893246,9,2,1027.028305
0.98110283,1.033798632,9,2,1027.080439
0.929893427,1.001171791,9,2,1027.782633
0.999197637,1.029940532,9,2,1027.80785
0.987903479,1.009944515,9,2,1032.330619
0.96311179,1.030105588,9,2,1033.313349
0.998878415,1.014499836,9,2,1034.055274
0.887408624,1.014892678,9,2,1034.673147
0.964622948,1.014341733,9,2,1035.284109
0.943963852,1.011537683,9,2,1039.847393
0.873863622,1.008991837,9,2,1042.921998
0.94049077,1.030805764,9,2,1049.551521
0.87837375,1.003034059,9,2,1051.683253
0.892379348,1.027349998,9,2,1052.684383
0.965997598,1.034119763,9,2,1053.063004
0.869050873,1.000869409,9,2,1054.771898
0.969707673,1.014430347,9,2,1056.833041
0.907439585,1.018675722,9,2,1059.930362
0.874802481,1.014881088,9,2,1060.93727
0.965819425,1.009031787,9,2,1067.217973
0.911486314,1.025739123,9,2,1068.67831
0.931115694,1.032572128,9,2,1073.861904
0.862441594,1.011900537,9,2,1078.084513
0.869459691,1.033785132,9,2,1078.433148
0.926659854,1.010012984,9,2,1079.661457
0.948112833,1.012508863,9,2,1079.688338
0.904380489,1.03321909,9,2,1081.330173
0.891228798,1.002701445,9,2,1082.467213
